"","datetime","city","country","shape"
"31055",2014-02-02,"highland","us","light"
"31064",2014-02-02,"billings","us","light"
"31084",1999-02-22,"everett","us","light"
"31731",2011-02-25,"everett","us","light"
"31805",2003-02-26,"weston","us","light"
"31895",2013-02-26,"augusta","us","light"
"32178",2007-02-28,"sonora","us","light"
"32525",2003-02-04,"playa del cura (grand canaria island)","","light"
"33090",2009-02-07,"leicestershire (uk/england)","gb","light"
"36897",2013-03-23,"shelbyville","us","light"
"42155",2008-04-20,"paris","us","light"
"42156",2008-04-20,"pacific ocean (in-flight; from tokyo airport to honolulu)","","light"
"42172",2009-04-20,"grand blanc","us","light"
"42176",2009-04-20,"harrington","us","light"
"43056",2000-04-24,"eagle river","us","light"
"44665",2014-04-04,"maribor (slovenia)","","light"
"45399",2014-04-08,"quincy","us","light"
"46237",2006-05-01,"cartwright","us","light"
"46304",2012-05-01,"mchenry","us","light"
"47113",2000-05-15,"woodburn (south of) on i-5 north @mile post 265","","light"
"48477",2005-05-02,"big lake","us","light"
"48886",2012-05-23,"exeter","us","light"
"49097",2002-05-25,"clearfield","us","light"
"50147",2005-05-31,"lake leelanau","us","light"
"53872",2011-06-14,"frisco","us","light"
"55483",2006-06-18,"butler","us","light"
"59537",2011-06-04,"powell","us","light"
"60131",2002-06-07,"rock springs","us","light"
"61099",2004-07-11,"lake cowichan (canada)","ca","light"
"61665",2003-07-01,"kelseyville","us","light"
"62140",2013-07-12,"attalla","us","light"
"63206",1997-07-15,"lake fork","","light"
"64580",2008-07-19,"chattanooga","us","light"
"65084",2003-07-21,"bamberg (germany)","de","light"
"65853",2007-07-23,"brighton","us","light"
"66794",2003-07-27,"el paso","us","light"
"67420",2012-07-29,"oswego","us","light"
"67902",2009-07-31,"butler","us","light"
"67916",2010-07-31,"riverside","us","light"
"68788",2008-07-04,"eugene","us","light"
"69566",2013-07-04,"hurst","us","light"
"69618",2013-07-04,"portland","us","light"
"73690",1998-08-15,"new york city (jfk international airport)","us","light"
"77313",2006-08-26,"fall city","us","light"
"80174",2007-08-08,"st. louis","us","light"
"83194",2007-09-16,"new york city (brooklyn)","us","light"
"85685",2008-09-24,"san jacinto","us","light"
"87552",2004-09-04,"oakland","us","light"
"87665",2011-09-04,"roswell  (no joke)","us","light"
"87987",2001-09-06,"naperville","us","light"
"88850",2012-09-09,"gainesville","us","light"
"1546",2012-10-13,"salt lake city","us","other"
"1548",2012-10-13,"ligonier","us","other"
"7322",2013-10-05,"toronto (canada)","ca","other"
"7553",1984-10-07,"chigwell essex (uk/england)","","other"
"7567",1999-10-07,"austin","us","other"
"8864",2010-11-11,"wallkill","us","other"
"9682",2007-11-12,"palm springs","us","other"
"11976",1969-01-01,"farmerville","us","other"
"18942",2001-12-11,"wentworth","us","other"
"19113",1989-12-01,"kansas city","us","other"
"22957",2004-12-26,"north little rock","us","other"
"23416",2013-12-28,"washington","us","other"
"24208",2013-12-31,"fairborn","us","other"
"24291",2002-01-23,"wolverhampton (uk/england)","gb","other"
"24658",2003-12-04,"deming","us","other"
"30732",2003-02-21,"valley junction","us","other"
"30899",2000-02-02,"bagdad","us","other"
"32534",2004-02-04,"toronto (canada)","ca","other"
"38215",2012-03-31,"bernardston","us","other"
"39591",2003-04-10,"st. albans (uk/england)","gb","other"
"44527",2001-04-04,"charlottesville","us","other"
"49825",2006-05-29,"purlear","us","other"
"52116",1966-06-01,"odessa","us","other"
"59428",1992-06-04,"jerseyville","us","other"
"60583",2005-06-09,"henderson/las vegas","","other"
"69573",2013-07-04,"richmond","us","other"
"71586",2005-08-11,"sonora","us","other"
"72993",2012-08-13,"grants pass","us","other"
"79022",2003-08-04,"hereford","us","other"
"88471",2006-09-08,"orchard park","us","other"
"1701",2003-10-14,"yelm","us","oval"
"2164",1999-10-15,"holden","us","oval"
"5140",1999-10-26,"westmont","us","oval"
"12051",1995-01-01,"mt. charleston","","oval"
"19011",2009-12-11,"chatham","us","oval"
"30369",2005-02-19,"fredericksburg","us","oval"
"33083",2009-02-07,"louisville","us","oval"
"38640",2006-03-05,"berkeley","us","oval"
"38645",2006-03-05,"london (uk/england)","gb","oval"
"39233",2006-03-08,"fairborn","us","oval"
"43427",2000-04-26,"bolingbrook","us","oval"
"44862",2014-04-05,"calgary","","oval"
"53293",1966-06-12,"mexia","us","oval"
"55125",2012-06-16,"savannah","us","oval"
"57358",2013-06-24,"myrtle point","us","oval"
"58096",2006-06-28,"unkown","","oval"
"62545",2003-07-14,"beaverton","us","oval"
"62647",2010-07-14,"englewood","us","oval"
"66790",2002-07-27,"simi valley","us","oval"
"69200",2011-07-04,"bradenton","us","oval"
"76493",2006-08-23,"hollywood","us","oval"
"77677",1972-08-28,"waukesha","us","oval"
"80117",2002-08-08,"middelkerke (leffinge) (belgium)","","oval"
"83092",1996-09-16,"arlington/belmont  (line above route 2)","","oval"
"85897",2006-09-25,"tualatin","us","oval"
"86954",1979-09-30,"ballentine","us","oval"
"1453",2005-10-13,"hayward","us","rectangle"
"4176",1999-10-22,"ripley","us","rectangle"
"14518",2008-11-26,"herndon","us","rectangle"
"23076",1998-12-27,"stratham","us","rectangle"
"29255",1991-02-14,"selma","us","rectangle"
"29898",2007-02-16,"vienna","us","rectangle"
"32728",2008-02-05,"spokane","us","rectangle"
"33823",2007-03-11,"bolingbrook","us","rectangle"
"43867",2006-04-28,"howard prairie lake resort","","rectangle"
"57273",2009-06-24,"abilene","us","rectangle"
"59732",2010-06-05,"topeka","us","rectangle"
"74824",2009-08-18,"lake forest park","us","rectangle"
"79627",2010-08-06,"london (uk/england)","gb","rectangle"
"85644",2005-09-24,"spring creek","us","rectangle"
"3910",2011-10-21,"colby","us","sphere"
"6606",2011-10-31,"round lake","us","sphere"
"7186",2006-10-05,"honolulu","us","sphere"
"20272",2001-12-15,"cordova","us","sphere"
"21600",2012-12-21,"excelsior springs","us","sphere"
"23954",2009-12-31,"slidell","us","sphere"
"26861",2008-01-31,"lake elsinore","us","sphere"
"28638",2014-02-11,"victoria (canada)","ca","sphere"
"28639",2014-02-11,"mukwonago","us","sphere"
"30699",1998-02-21,"nokomis","us","sphere"
"32596",2010-02-04,"grove city","us","sphere"
"32992",1978-02-07,"wembly (uk/england)","","sphere"
"33303",2014-02-08,"hockley","us","sphere"
"34896",2013-03-14,"fond du lac","us","sphere"
"36295",2004-03-21,"tinton falls","us","sphere"
"36868",2011-03-23,"colwyn bay/llandudno(a55 llandudno jun.)(between) (uk/wales)","","sphere"
"39452",2010-03-09,"san antonio","us","sphere"
"42751",2008-04-22,"stafford","us","sphere"
"43514",2010-04-26,"markle","us","sphere"
"44442",2011-04-03,"wilmont","","sphere"
"45553",2011-04-09,"travelers rest","us","sphere"
"48068",1999-05-20,"jonesboro","us","sphere"
"50028",2009-05-30,"kuala lumpur (malaysia)","","sphere"
"51831",1997-06-11,"diyarbak (turkey)","","sphere"
"52402",1978-06-01,"felixstowe (uk/england)","gb","sphere"
"53666",2012-06-13,"dauphin island","us","sphere"
"54546",1997-06-15,"jackson","us","sphere"
"56848",2013-06-22,"meadows of dan","","sphere"
"58617",1974-06-30,"los angeles","us","sphere"
"62246",2004-07-13,"orange","us","sphere"
"62858",1969-07-15,"cape canaveral","us","sphere"
"63437",2005-07-15,"sault ste. marie (canada)","","sphere"
"81563",2009-09-01,"fleetwood","us","sphere"
"82028",2001-09-13,"new orleans","us","sphere"
"85457",2007-09-23,"myrtle beach","us","sphere"
"86302",2003-09-27,"gray","us","sphere"
"87096",2005-09-30,"oak forest","us","sphere"
"87325",2005-09-03,"lauglintown","","sphere"
"55316",2009-06-17,"s. charleston","","teardrop"
"81369",1999-09-01,"middlesbrough (uk/england)","gb","teardrop"
"87279",2002-09-03,"washington","us","teardrop"
"1114",1999-10-12,"palominas (near ft. huachuca)","us","triangle"
"1345",1992-10-13,"death valley","","triangle"
"3751",1982-10-21,"orem","us","triangle"
"3905",2011-10-21,"maricopa","us","triangle"
"8787",2003-11-11,"lansdale","us","triangle"
"15212",2013-11-29,"kennewick","us","triangle"
"18721",1997-12-10,"oakland","us","triangle"
"18773",2004-12-10,"adrian","us","triangle"
"19063",2012-12-11,"park","us","triangle"
"24870",2012-01-24,"augusta","us","triangle"
"25278",2013-01-25,"hope","us","triangle"
"27572",2002-01-06,"tomball","us","triangle"
"33788",2004-03-11,"lake grove","us","triangle"
"35520",1999-03-17,"chicago","us","triangle"
"39117",2012-03-07,"west allis","","triangle"
"39399",2004-03-09,"fostoria","us","triangle"
"40666",2005-04-14,"hayward","us","triangle"
"46132",1997-05-01,"st. petersburg","us","triangle"
"46374",1992-05-12,"houston","us","triangle"
"46477",2007-05-12,"australian capital territory (australia)","au","triangle"
"51268",2004-05-08,"knoxville","us","triangle"
"53058",2001-06-01,"kennewick","us","triangle"
"53240",2012-06-01,"cherry","us","triangle"
"54473",1994-06-15,"st. louis","us","triangle"
"54499",1995-06-15,"st. louis","us","triangle"
"54599",1999-06-15,"reno","us","triangle"
"54600",1999-06-15,"corpus christi","us","triangle"
"55272",2005-06-17,"memphis","us","triangle"
"55616",1996-06-19,"fort collins/loveland","","triangle"
"60852",2004-07-10,"camp verde","us","triangle"
"61503",1991-07-01,"cuba","us","triangle"
"63812",2008-07-16,"gulf breeze","us","triangle"
"64293",2006-07-18,"port richey","us","triangle"
"65394",2009-07-02,"spencer","us","triangle"
"69843",2009-07-05,"san gabriel valley/los angeles","","triangle"
"72162",2006-08-01,"phoenix","us","triangle"
"76083",2011-08-02,"sumter","us","triangle"
"76109",2012-08-02,"kennewick","us","triangle"
"76378",2013-08-22,"gig harbor","us","triangle"
"76432",2000-08-23,"casa grande","us","triangle"
"76485",2005-08-23,"marietta","us","triangle"
"77201",2013-08-25,"dallas","us","triangle"
"79294",2004-08-05,"gladstone","us","triangle"
"80722",2007-09-10,"ca&ccedil;ador (brazil)","","triangle"
"86118",2006-09-26,"lake echo (canada)","","triangle"
"86268",1998-09-27,"burien","us","triangle"
"87449",2012-09-03,"moline","us","triangle"
"6660",1997-10-03,"pleasanton","us","unknown"
"7665",2008-10-07,"san francisco","us","unknown"
"11226",1999-11-17,"cliffside park","us","unknown"
"13792",2013-11-22,"bremerton","us","unknown"
"15506",2002-11-03,"livermore","us","unknown"
"23938",2008-12-31,"carver","us","unknown"
"25262",2012-12-05,"montgomery","us","unknown"
"26568",2011-12-09,"sarasota","us","unknown"
"27048",2008-01-03,"hope","us","unknown"
"28616",2012-02-11,"fairdealing","us","unknown"
"30029",2003-02-17,"san diego","us","unknown"
"30115",2011-02-17,"dwarf","us","unknown"
"33546",2002-03-10,"lincoln (uk/england)","gb","unknown"
"34403",2014-03-12,"sonoma","us","unknown"
"37875",2014-03-29,"morganton","us","unknown"
"39017",2003-03-07,"colchester (uk/england)","gb","unknown"
"39100",2011-03-07,"griffin","us","unknown"
"42334",2006-04-21,"charlotte","us","unknown"
"46996",1986-05-15,"midwest city","us","unknown"
"48487",2007-05-02,"bettendorf","us","unknown"
"52610",1986-06-01,"greenbelt","us","unknown"
"61874",1956-07-12,"wichita","us","unknown"
"64612",2010-07-19,"amherst","us","unknown"
"74724",2002-08-18,"koblevo (ukraine)","","unknown"
"81432",2002-09-01,"omaha","us","unknown"
"81933",2012-09-12,"gurnee","us","unknown"
"83543",1997-09-18,"panama city","us","unknown"
"87968",1999-09-06,"depere","","unknown"
"21196",2007-01-02,"carpendale","","triangle"
"13842",1999-11-23,"barbourville","us","changing"
"65441",2011-07-02,"horse cave","us","sphere"
"88423",2002-09-08,"pomona","us","circle"
"7547",1967-10-07,"lantana","us","other"
"27516",2013-01-05,"canton","us","light"
"32291",2008-02-29,"omaha","us","light"
"78691",1967-08-03,"calgary (calgary)","","disk"
"24379",2006-01-23,"midland","us","light"
"85495",2010-09-23,"dartmouth (canada)","ca","light"
"86520",2003-09-28,"bellevue","us","light"
"31809",2004-02-26,"silverdale","us","circle"
"65353",2005-07-02,"offshore/west coast","","cigar"
"75389",2002-08-20,"birmingham (uk/england)","gb","sphere"
"88485",2007-09-08,"onalaska","us","circle"
"24768",2008-01-24,"auburn","us","other"
"10430",1999-11-15,"smithville","us","circle"
"80545",1964-09-10,"spartanburg/greenville (near)","","disk"
"40514",2009-04-13,"san antonio","us","other"
"29849",2003-02-16,"crestview","us","cylinder"
"24079",2012-12-31,"apple valley","us","teardrop"
"54948",2013-06-15,"hiram","us","disk"
"73740",1999-08-15,"las cruces","us","fireball"
"63404",2003-07-15,"carbonado","us","sphere"
"54299",1981-06-15,"hendersonville (over old hickory lake)","us",""
"41088",2006-04-15,"cedarville (4 to 5 miles east of&#44 on u. s. 42)","us","changing"
"11",1968-10-10,"hawthorne","us","circle"
"3166",2013-10-18,"west yarmouth","us","circle"
"12673",2014-01-01,"spring hill","us","circle"
"15083",1999-11-29,"fulton","us","circle"
"19736",2012-12-12,"hopkinton","us","circle"
"46188",2002-05-01,"sheridan","us","circle"
"47078",1998-05-15,"s. beloit","","circle"
"42355",2007-04-21,"cahokia","us","disk"
"52121",1966-06-01,"dearborn heights","us","disk"
"67098",2004-07-28,"palm springs","us","disk"
"13285",2005-11-02,"marshfield (rural)","us","fireball"
"18686",2014-01-20,"san antonio","us","fireball"
"55156",2012-06-16,"menomonie","us","fireball"
"62345",2010-07-13,"seattle","us","fireball"
"5435",2009-10-27,"trenton","us","formation"
"26651",1999-01-30,"red bluff","us","formation"
"80954",2002-09-11,"hamilton (canada)","ca","formation"
"6761",2007-10-03,"arlington","us","light"
"15700",2010-11-03,"surprise","us","light"
"43437",2002-04-26,"westmont","us","light"
"52774",1993-06-01,"billings","us","light"
"58568",1968-06-30,"harahan","us","light"
"76248",2004-08-22,"atkinson","us","light"
"25039",2003-12-05,"theodosia","us","other"
"61641",2001-07-01,"laramie","us","other"
"70496",2008-07-07,"new palestine","us","other"
"10992",2004-11-16,"ridgewood","us","oval"
"45383",2013-04-08,"indiana","","oval"
"72281",2012-08-01,"paw paw","us","oval"
"13446",2011-01-12,"smithfield","us","sphere"
"25794",2007-01-27,"mountian home","","sphere"
"42950",2008-04-23,"berlin","us","sphere"
"43026",2014-04-23,"lincoln","us","sphere"
"62409",2013-07-13,"valley village","","sphere"
"8384",2011-01-10,"port clinton","us","triangle"
"61323",1967-07-01,"colorado springs","us","triangle"
"67103",2005-07-28,"london (canada)","ca","triangle"
"84552",2006-09-21,"lake worth","us","triangle"
"15740",2012-01-13,"camano island","","unknown"
"17175",2013-01-16,"troy","us","unknown"
"33804",2005-03-11,"canton","us","unknown"
"50516",2010-05-04,"san angelo","us","unknown"
"79761",1999-08-07,"titusville","us","unknown"
"80810",2012-09-10,"pittsburgh","us","unknown"
"14784",1992-11-28,"los angeles","us","other"
"13992",2012-11-23,"garden city","us","fireball"
"33655",2011-03-10,"everett","us","light"
"46903",1956-05-15,"pine castle afb","","light"
"66257",2000-07-25,"gilbert","us","light"
"78930",2013-08-03,"asheville","us","light"
"73910",2005-08-15,"west chester","us","other"
"13194",2000-11-02,"cardinal (canada)","ca","oval"
"68172",2010-07-03,"farallon (panama)","","oval"
"80748",2009-09-10,"hayward","us","sphere"
"47916",2007-05-19,"london (uk/england)","gb","light"
"3476",1999-10-20,"spanaway","us","unknown"
"73319",1949-08-15,"mill valley","us","light"
"76581",2011-08-23,"ten lakes scenic area; border (canada)","","light"
"76593",2012-08-23,"longwood","us","light"
"76599",2012-08-23,"casper","us","light"
"76601",2012-08-23,"grand rapids","us","light"
"76607",2013-08-23,"lebanon","us","light"
"76608",2013-08-23,"charlton","us","light"
"76618",2013-08-23,"fresno","us","light"
"76620",2013-08-23,"johnstown","us","light"
"59881",1999-06-06,"sacramento","us","unknown"
"11177",1995-11-17,"seattle","us",""
"11178",1995-11-17,"seattle","us",""
"11179",1995-11-17,"seattle","us",""
"11180",1995-11-17,"seymour-johnson afb","",""
"57831",1963-06-27,"mansfield","","light"
"51668",2003-06-10,"springfield","us","sphere"
"46649",2004-05-13,"lompoc","","triangle"
"25603",2013-12-06,"american fork","us",""
"51511",2013-05-09,"st. charles","us","triangle"
"24959",1996-01-25,"phoenix","us",""
"68652",2004-07-04,"kingman","us","formation"
"9028",1995-11-01,"randolph","us","circle"
"35332",2001-03-16,"cabot","us","triangle"
"76735",2004-08-24,"millersville","us","triangle"
"88156",1990-09-07,"dover (south of dover afb)","us","triangle"
"1359",1997-10-13,"hollister","us","light"
"83619",2004-09-18,"kanata (canada)","ca","chevron"
"45809",2012-05-10,"atlanta","us","cylinder"
"33935",1980-03-01,"patterson","","disk"
"39099",2011-03-07,"sierraville","us","disk"
"9508",2013-11-01,"cincinnati","us","fireball"
"22309",2013-12-23,"apache junction","us","fireball"
"22561",2012-12-24,"tampa","us","fireball"
"281",2012-10-10,"yakima","us","light"
"22115",2013-12-22,"rathdrum","us","light"
"50539",2012-05-04,"east peoria","us","other"
"1846",2013-10-14,"hawkesbury (canada)","ca","sphere"
"40560",2013-04-13,"paragon","us","sphere"
"50755",2009-05-05,"pompano beach","us","triangle"
"51305",2009-05-08,"las vegas&#44 nevada&#44 airspace","","triangle"
"5393",2005-10-27,"pierceville","us","unknown"
"26511",2009-01-29,"tuscola","us","unknown"
"43231",2014-04-24,"naniamo (canada)","","circle"
"82554",1973-09-15,"vancouver island (rural) (canada)","",""
"62614",2008-07-14,"scottsdale","us","circle"
"58697",1979-06-30,"janesville","us","fireball"
"77422",2013-08-26,"platte city","us","light"
"48558",2014-05-02,"colorado springs","us","other"
"32805",2014-02-05,"mesa","us","oval"
"11208",1998-11-17,"grand bend (outside of) (canada)","ca","sphere"
"11545",2004-11-18,"jacksonville","us","sphere"
"8616",2011-11-10,"sarasota","us","triangle"
"60958",2010-07-10,"cuyahoga falls","us","triangle"
"16534",2005-11-05,"cranston","us","unknown"
"8673",2013-11-10,"eagan","us","flash"
"84470",1999-09-21,"everett","us","changing"
"65314",2001-07-02,"cle elum","us","chevron"
"77560",2008-08-27,"wichita county","","diamond"
"50178",2008-05-31,"guernsey (uk/england)","","light"
"74439",1999-08-17,"marmora","us","light"
"85488",2009-09-23,"chapleau (canada)","ca","light"
"4490",2007-10-23,"las vegas","us","other"
"20244",1998-12-15,"hinton","us","light"
"71256",2002-08-10,"cincinnati","us","oval"
"18038",2012-01-18,"augusta","us","triangle"
"30132",2012-02-17,"newburgh","us","triangle"
"11715",1998-11-19,"surprise","us","formation"
"43004",2013-04-23,"exeter","us","light"
"17623",2014-01-17,"troy","us","sphere"
"9695",2008-11-12,"williamsburg","us","unknown"
"31985",2004-02-27,"pontiac","us","unknown"
"42094",2003-04-20,"vernon (canada)","ca","unknown"
"65719",1985-07-23,"mercer island (seattle)","us","diamond"
"66974",2013-07-27,"chillicothe","us","sphere"
"83010",2012-09-15,"dallas","us","triangle"
"85791",1997-09-25,"clearfield","us","triangle"
"36617",2001-03-22,"north canton","us","cylinder"
"14923",2007-11-28,"austin","us","oval"
"31824",2005-02-26,"chiseldon (uk/england)","","formation"
"41100",2007-04-15,"iraq (classified; military position)","","circle"
"76651",1994-08-24,"belfast","us","triangle"
"54497",1995-06-15,"malvern","us","triangle"
"38523",2009-03-04,"cambridge","us","chevron"
"10313",1977-11-15,"sidney","us","circle"
"14711",2008-11-27,"bedfordshire (uk/england)","gb","circle"
"3557",2004-10-20,"van buren","us","disk"
"12780",1999-11-20,"toledo","us","fireball"
"61918",1999-07-12,"carmarthen (wales)","","flash"
"13483",2012-11-02,"liberty","us","light"
"31766",2014-02-25,"perth (port kennedy) (australia)","au","light"
"80696",2005-09-10,"teterboro","us","light"
"86594",2010-09-28,"knifley","us","light"
"30725",2002-02-21,"salt lake city","us","sphere"
"30817",2013-02-21,"crabwood creek (guyana)","","sphere"
"50913",2004-05-06,"alpharetta","us","sphere"
"56134",2011-06-20,"north hills","","sphere"
"59761",2012-06-05,"alpharetta","us","sphere"
"79010",2002-08-04,"hollywood","us","sphere"
"12765",1997-11-20,"rock hill","us","triangle"
"48630",2003-05-22,"adelaide  (south australia)","au","triangle"
"1210",2007-10-12,"irvine","us","circle"
"24284",2001-01-23,"salisbury","us","disk"
"80512",2012-08-09,"dennis","us","fireball"
"40688",2007-04-14,"bakersfield","us","light"
"1148",2002-10-12,"australia (rural)","","other"
"13635",2003-11-22,"bergenfield","us","other"
"59900",2002-06-06,"tuttle creek/lone pine","","triangle"
"75431",2004-08-20,"salida","us","triangle"
"17614",2014-01-17,"harrisburg","us",""
"32919",2009-02-06,"maysville","us","fireball"
"1347",1995-10-13,"crescent city","us",""
"37044",2012-03-24,"sydney (australia)","au",""
"80865",1995-09-11,"whitefish","us",""
"55589",2013-06-18,"williamsport","us","changing"
"18606",2008-01-20,"denton","us","chevron"
"8023",2005-10-09,"tulsa (near)","us","cigar"
"82525",1966-09-15,"canoga park","us","cigar"
"20993",2001-12-19,"winnipeg (canada)","ca","circle"
"66544",2001-07-26,"dearborn heights","us","cylinder"
"7059",2013-10-04,"dallas","us","diamond"
"55801",2011-06-19,"boca raton","us","diamond"
"39660",2010-04-10,"punnichy area (canada)","","disk"
"67993",1982-07-03,"houston","us","disk"
"6812",2010-10-03,"seattle","us","fireball"
"54708",2002-06-15,"north haledon","us","fireball"
"13568",2014-01-12,"annapolis valley (canada)","","flash"
"6955",2004-10-04,"russellville","us","light"
"23034",2012-12-26,"williston","us","other"
"70446",2005-07-07,"susitna lodge (10 mi. e of&#44 denali hwy.)","","other"
"24036",2011-12-31,"port saint lucie","us","oval"
"57150",1999-06-24,"snake creek/great basin national park","","oval"
"63884",2012-07-16,"sanford","us","triangle"
"63245",1999-07-15,"san jose","us","fireball"
"59429",1993-06-04,"madison heights","us","cylinder"
"16860",1998-11-06,"kingman","us","fireball"
"36693",2010-03-22,"east troy","us","oval"
"57775",2010-06-26,"sikeston","us","unknown"
"87364",2008-09-03,"athens","us","unknown"
"74986",2001-08-19,"bognor (uk/england)","gb","changing"
"15986",2005-11-04,"tacoma","us","circle"
"77678",1972-08-28,"bixby south","","circle"
"81950",2012-09-12,"murrells inlet","us","circle"
"88532",2009-09-08,"timonium","us","circle"
"19831",2004-12-13,"blue springs","us","disk"
"52108",1966-06-01,"old washoe city","","disk"
"57289",2010-06-24,"temple","us","light"
"15358",2009-11-30,"cumberland to freeport area","","other"
"59589",1979-06-05,"paterson","us","other"
"12418",2010-01-01,"jasper","us","sphere"
"49420",2013-05-26,"plymouth","","sphere"
"8515",2004-11-10,"avon","us","unknown"
"38112",2000-03-31,"bristol","us","unknown"
"53891",2012-06-14,"fenton","us","fireball"
"75646",1998-08-21,"salem","us","chevron"
"77932",1997-08-29,"tucson","us","chevron"
"32350",2003-02-03,"miami","us","disk"
"21437",2011-12-20,"stanwood","us","oval"
"32212",2010-02-28,"spring city","us","oval"
"49358",2012-05-26,"zebulon","us","oval"
"52092",1965-06-01,"knobnoster","","oval"
"71636",2008-08-11,"lahaina","us","circle"
"19928",2011-12-13,"zaventem&#44 brussels (belgium)","","light"
"49630",2004-05-28,"mohawk","us","circle"
"58827",1995-06-30,"grass valley","us","circle"
"4922",2000-10-25,"northampton","us","fireball"
"58198",2012-06-28,"york","us","fireball"
"40547",2012-04-13,"saint petersburg","us","formation"
"86751",2002-09-29,"rush springs","us","light"
"14748",2011-11-27,"alice springs (australia)","au","other"
"70058",2004-07-06,"cambridgeshire (uk/england)","gb","rectangle"
"51059",1999-05-07,"phoenix","us","sphere"
"32733",2009-02-05,"maple valley","us","triangle"
"51879",2005-06-11,"surprise","us","triangle"
"67539",2002-07-30,"marstons mills","us","triangle"
"1512",2010-10-13,"cincinnati","us","unknown"
"22449",2007-12-24,"longmont","us","unknown"
"33822",2006-03-11,"natick","us","unknown"
"34942",1979-03-15,"thunder bay (canada)","ca","unknown"
"38182",2009-03-31,"new york city","us","unknown"
"40225",1979-04-12,"east providence","us","chevron"
"51747",2010-06-10,"sandakan (sabah) (malaysia)","","circle"
"65280",1978-07-02,"kansas city","","disk"
"78924",2013-08-03,"new york city (bronx)","us","fireball"
"74673",1988-08-18,"harvey","us","other"
"63080",1989-07-15,"avilla","us","triangle"
"73165",2007-08-14,"lewisburg","us","other"
"26195",2009-01-28,"louisville","us","cone"
"81329",1999-09-01,"stuttgart","us","cigar"
"78751",2002-08-03,"florence","us","circle"
"6638",2013-10-31,"fairbanks","us","diamond"
"69695",1998-07-05,"boundary waters","","egg"
"31981",2004-02-27,"truxton","us","light"
"40557",2013-04-13,"kirton/boston (lincolnshire&#44 uk/england)","","light"
"53844",2009-06-14,"miami","us","other"
"79795",2003-08-07,"chicago (&#39burbs)","us","other"
"35514",1997-03-17,"gothenburg (sweden)","","sphere"
"35561",2004-03-17,"fort lauderdale","us","sphere"
"52573",NA,"huntsville","us","sphere"
"47440",2007-05-16,"ypsilanti","us","triangle"
"29665",2006-02-15,"columbus","us","unknown"
"21505",1999-12-21,"portland","us","light"
"27384",2000-01-05,"ramona (ne san diego)","us","light"
"7782",2001-10-08,"zalka (lebanon)","","circle"
"45299",2005-04-08,"utica","us","circle"
"2291",2003-10-15,"sylvan beach","us","fireball"
"49729",2012-05-28,"nixa","us","cylinder"
"50560",2013-05-04,"aloha","us","formation"
"6539",2008-10-31,"hereford (uk/england)","gb","light"
"7565",1998-10-07,"miami","us","light"
"76303",2008-08-22,"brandon (canada)","ca","light"
"30128",2012-02-17,"statham","us","fireball"
"65185",2009-07-21,"twisp","us","sphere"
"55033",2004-06-16,"littleton","us","disk"
"80470",2008-08-09,"buchholz (germany)","de","light"
"73497",1981-08-15,"jacksonville beach","us","changing"
"46604",2001-05-13,"brea","us","circle"
"62070",2010-07-12,"jacksonville","us","diamond"
"42570",2010-04-02,"wallaceburg (canada)","ca","light"
"67048",2001-07-28,"temechula","","other"
"59114",2008-06-30,"bismarck","us","rectangle"
"62661",2011-07-14,"keyes","us","light"
"2596",2005-10-16,"santa maria","us","oval"
"81423",2002-09-01,"sacramento","us","light"
"6204",2012-10-30,"midlothian","us","triangle"
"34676",2012-03-13,"richland","us","changing"
"38327",2007-03-03,"kansas city","us","formation"
"64517",2003-07-19,"haelen (netherlands)","","formation"
"8932",2013-11-11,"hamilton-wenham","","teardrop"
"82035",2001-09-13,"san rafael","us","unknown"
"19470",2011-01-21,"warwick","us","light"
"41104",2007-04-15,"irvine","us","circle"
"41896",2006-04-19,"kansas city","us","light"
"22506",2011-12-24,"catonsville","us","sphere"
"19741",NA,"springfield","us","cigar"
"83632",2005-09-18,"lynchburg","us","cigar"
"27837",2007-01-07,"centralia","us","circle"
"15582",2005-11-03,"new castle","us","fireball"
"76722",2003-08-24,"anaheim hills","us","light"
"30705",1999-02-21,"weyers cave","us","other"
"12467",2011-01-01,"sarasota","us","unknown"
"14411",2013-11-25,"springfield","us","triangle"
"4525",2008-10-23,"poughkeepsie","us","chevron"
"32632",2013-02-04,"ormond beach","us","circle"
"28851",2012-02-01,"arlington","us","light"
"28852",2012-02-01,"somersworth","us","light"
"25077",2005-12-05,"ypsilanti","us","other"
"76688",2002-08-24,"conshohocken","us","disk"
"63764",2004-07-16,"edge water","","disk"
"32104",1996-02-28,"newcastle","us",""
"42639",2014-04-02,"lehigh acres","us",""
"9744",2011-11-12,"whittier (viewed from)","us","changing"
"49119",2005-05-25,"san francisco","us","changing"
"14125",2007-11-24,"lake havasu city","us","circle"
"56556",2012-06-02,"miramichi (canada)","ca","cylinder"
"74880",2012-08-18,"madison (town of westport)","us","cylinder"
"67102",2005-07-28,"panoche","us","diamond"
"59538",2011-06-04,"avon","us","disk"
"5063",2012-10-25,"cape san blas","","fireball"
"73277",2012-08-14,"sandy","","fireball"
"14570",2013-11-26,"durham","us","flash"
"41408",2012-04-16,"bethpage","us","flash"
"42696",2002-04-22,"dover","us","flash"
"43160",2010-04-24,"london (uk/england)","gb","flash"
